Pair ID	Sentence 1	Sentence 2	FWD Ent	FWD Ent Agr	BCW Ent	BCW Ent Agr	Cont	Cont Agr	FWD Spec	FWD Spec Agr	BCW Spec	BCW Spec Agr	Sim	Sim Agr	PP	PP Agr
354	Modern technology has no place in schools	Technology is very important to advance modern education	0	1	0	1	1	1	0	1	0	0.6	1	0.77	0	0.8
356	In all countries, women are receiving better education than men.	Good education is not easily accessible for girls everywhere in the world.	0	1	0	1	1	0.8	0	0.7	0	0.8	1.4	1.28	0	1
358	People with a high educational degree are more likely to find a good job.	In bigger cities it is harder to find a job.	0	0.9	0	1	0	1	1	0.7	0	1	1.4	0.92	0	1
360	The most important part in modern education is discipline.	School education is not equally accessible for both boys and girls.	0	1	0	1	0	1	0	0.7	0	0.5	1	1	0	1
362	Modern assistants like Alexa or Siri make it harder to access information.	Not having a smartphone with a personal assistant will waste hours upon hours of human lives on information gathering.	0	0.8	0	1	1	0.7	0	0.6	1	0.6	1.2	1.17	0	1
364	Women are often disadvantaged regarding education.	School education is not equally accessible for both boys and girls.	1	0.7	0	0.7	0	1	0	0.9	0	0.5	3.4	0.92	1	0.9
366	New apps and technologies improve our social skills and help people become better humans.	New technologies can only benefit society.	0	0.6	0	0.5	0	1	1	1	0	1	3.3	1.1	1	0.6
368	Kids who do not go to school risk not to develop social skills.	School years are the period when kids learn how to socialize.	1	0.6	0	0.6	0	1	0	0.5	0	0.6	3.8	0.6	1	0.9
370	Using new technologies can have negative impact on social life.	Technological progress might backfire in some undesired behaviors.	1	0.8	0	0.5	0	1	0	0.9	0	0.6	3.7	0.9	1	0.8
372	Bi-lingual people have an advantage in life when it comes to communicating with more people	Humans can learn more than one language	1	0.8	0	0.7	0	1	1	0.9	0	1	1.5	1.12	0	0.9
374	Home schooled children are missing out on a vital part of their development.	Children who are homeschooled are not socialized.	0	0.6	1	0.8	0	1	1	0.8	0	0.9	3.3	1.19	1	0.6
376	Someone with the knowledge of a second language may benefit more than someone with no such knowledge in life.	Your life will be better if you learn a second language.	1	0.9	1	0.9	0	1	1	1	0	1	4	1.18	1	0.9
378	Machines have a message to communicate.	Alexa and co are getting better and better in communication.	0	0.7	0	0.8	0	1	0	0.9	1	0.8	2.5	0.92	0	0.8
380	Children do not communicate in schools anymore.	New technology makes people more social	0	1	0	1	0	0.8	0	0.5	0	1	0.6	0.92	0	1
382	Life has improved for Peter Dimplestich ever since he switched from manual google searches in his browser to the much slower Google Assistant.	Access to information cannot be fast.	0	1	0	1	0	0.9	1	1	0	1	0.5	0.92	0	0.9
384	In big cities, it is important to have a university degree, if you want to advance in your career.	School drop-outs have a harder time, finding attractive work opportunities.	0	0.6	0	0.6	0	1	1	0.6	0	0.9	2.8	1.4	0	0.7
386	Virtual assistants help us find what we need.	Modern education does not deal with technology at all.	0	1	0	1	0	0.8	0	0.7	0	0.8	0.1	0.3	0	1
388	Knowing a foreign language is considered a plus when you need to communicate with people or for many kinds of modern life jobs.	Life can be greatly improved by speaking foreign languages.	1	0.8	1	0.6	0	1	1	1	0	0.9	3.9	0.83	1	0.8
390	Having a high level educational degree helps finding a good job.	Big cities offer good jobs.	0	1	0	0.8	0	1	1	0.7	0	1	1.1	0.7	0	1
392	Technology is important.	In big cities, there are no good jobs.	0	1	0	1	0	1	0	0.8	1	0.7	0.3	0.9	0	1
394	Children deal with other people almost everyday at school.	In schools there are many children.	0	0.6	1	0.55	0	1	1	0.85	0	1	2.4	1.16	0	0.7
395	In schools there are many children.	Children deal with other people almost everyday at school.	1	0.55	0	0.6	0	1	0	1	1	0.85	2.4	1.16	0	0.7
396	Technology is important.	Technology is important for modern education.	0	0.5	1	0.8	0	1	0	1	1	1	3.4	1.28	1	0.6
398	Speaking more than one language has no benefits.	Applicants do not benefit from a multilingual education at job interviews.	1	0.9	0	0.6	0	1	0	1	1	0.9	3.2	0.87	0	0.6
400	People who speak several languages are hired more easily	Unemployment rates among multilinguals are lower than those able to speak only a single language.	1	0.9	1	0.8	0	1	0	0.9	1	1	3.6	1.11	1	0.8
402	Boys usually have the opportunities to get a good education everywhere.	There is no socializing at school.	0	1	0	1	0	1	1	0.6	0	0.9	0.1	0.3	0	1
404	Humans might drink alcohol and drive cars.	Human drivers are less reliable than self-driving cars.	0	0.7	0	0.7	0	1	0	0.5	0	0.5	1.6	1.11	0	0.8
406	In many countries, boys are less likely to get a good school education.	Boys are less educated than girls.	1	0.6	0	0.5	0	1	1	0.8	0	0.9	2.8	1.47	1	0.6
408	New apps and technologies improve our social skills and help people become better humans.	Use of new technologies leads to less face-to-face social interactions.	0	0.9	0	0.9	0	0.5	1	0.9	0	1	1.3	1.35	0	0.9
410	Go and chess are strategic games.	There are computer programs developed to play strategic games.	0	0.9	0	1	0	1	0	0.7	0	0.7	1.7	0.78	0	0.8
412	Robots are able to talk to human beings as well as exchange information.	Machines communicate with people.	1	0.9	1	0.8	0	1	1	0.9	0	1	4.2	0.98	1	0.8
414	Children are good at communicating with each other without going to school.	Children socialize at school.	0	0.8	0	0.9	0	0.9	1	0.8	0	1	2.1	1.14	0	0.9
416	Landing a good job entitles the job seeker to have a higher education degree	It is essential to achieve a high educational degree for finding a good job in big cities.	1	0.6	0	0.6	0	1	0	0.89	1	0.8	4.3	0.64	1	0.8
418	Everybody learns Latin.	Reading the Bible requires studying Latin.	0	1	0	1	0	1	0	1	1	0.7	1.6	1.43	0	1
420	The bible is available in English language only	University students are likely to have a good salary after they graduate.	0	1	0	1	0	1	0	0.7	0	0.7	0.4	1.2	0	1
422	Technology does not belong to education.	Education without technology is old-fashioned	0	1	0	1	1	0.8	0	0.9	0	0.8	1.6	1.11	0	0.9
424	Going to school makes kids anti-social.	Children communicate.	0	0.9	0	1	0	0.7	1	0.7	0	1	1.4	1.56	0	1
426	New technologies can replace face-to-face social interaction.	Antisocial behaviors can be linked to technology usage.	0	0.6	0	0.8	0	0.8	0	0.6	0	0.5	3.5	0.92	0	0.5
428	Finding a good job in a big city can be difficult.	A high education degree is necessary for a good career	0	0.9	0	1	0	1	0	1	1	0.6	1.1	0.94	0	0.9
430	It is good to learn a new language.	People benefit from leaning more languages.	1	0.8	1	1	0	1	0	1	0	0.5	4.2	1.17	1	0.9
432	Better jobs could be found if having a university diploma.	Finding a good job in a big city can be difficult.	0	1	0	0.9	0	1	0	0.5	0	1	1.7	0.9	0	1
434	It is easier to find a good job if you only know one language.	You have to speak 4 languages to get a good job.	0	1	0	1	1	1	0	0.9	0	0.8	1	0.77	0	1
436	In big cities, there are no good jobs.	You can't find a good job if you have a higher degree.	0	1	0	0.9	0	1	0	0.9	1	0.8	1.2	0.98	0	1
438	Communication is not human-specific.	Potrayals of socially inept humanoid robots in movies are disingenuous.	0	1	0	1	0	1	0	1	1	0.8	1.1	1.04	0	1
440	New technologies lead to less direct social interaction.	New technologies can replace face-to-face social interaction.	1	0.7	0	0.5	0	1	0	0.9	1	0.6	3.9	1.37	1	0.8
442	Nothing good comes from language learning.	Learning a second language is harmful in life.	0	0.6	1	0.8	0	1	0	0.9	1	0.8	3.3	1.42	1	0.9
444	In contrast to human beings, robots are not capable of playing strategic games.	Most computer systems are better at playing strategic games than human beings.	0	1	0	1	1	1	0	1	0	1	2	1.67	0	0.9
446	Self-driving cars are safe, humans aren't	Humans drink.	0	1	0	0.9	0	1	1	0.8	0	0.9	1.4	1.5	0	0.9
448	Chess is not a strategic game.	Machines cannot play strategic games.	0	1	0	1	0	0.9	0	0.6	0	1	1	0.77	0	1
450	The job market is more competitive in big cities	Finding good and well-paid jobs requires higher educations.	0	1	0	1	0	1	0	1	1	0.6	1.6	0.92	0	0.9
452	Larger cities attract people with only minimal education.	Good work can be found no matter the applicants' education	0	0.7	0	1	0	0.9	0	0.5	0	0.6	1.4	1.43	0	1
454	Humans who drink are not safe.	Cars are able to drive themselves better than humans	0	0.9	0	1	0	1	0	0.6	1	0.7	1.3	1.49	0	1
456	Only monolingual people get good jobs.	To find a good job, it is beneficial to speak a second language.	0	0.8	0	1	1	1	0	0.9	1	0.6	1.2	1.25	0	0.8
458	Being alone helps children in their everyday life.	Going to school isolates children.	0	0.8	0	1	0	1	1	0.6	0	0.9	1.8	0.98	0	0.9
460	Several accidents with self-driving cars show that this technology is still a long way from development, and the need for research in this area is thus high.	Self-driving cars are safe, humans aren't	0	0.9	0	0.9	1	0.8	1	0.9	0	1	1.7	1.42	0	1
462	Boys and girls learn how to behave with each other in school	Children communicate.	0	0.5	0	0.7	0	1	1	1	0	1	2.2	0.87	0	0.9
464	Attending school enables children to learn how to interact with others.	Schools have impact on developing the social skills of kids.	1	0.9	1	0.8	0	1	1	0.8	0	0.8	4.5	0.5	1	1
466	Today no one studies Latin.	Christian clergymen learn Latin.	0	1	0	1	1	0.8	0	1	1	0.8	1.5	1.36	0	1
468	All Christian priests need to study Persian, as the Bible is written in Ancient Greek.	Quick access to information makes life more difficult.	0	1	0	1	0	1	1	0.7	0	1	0.3	0.9	0	1
470	Girls get education in other countries.	There are places where girls don't get as good education as boys do.	0	0.9	0	0.6	0	0.8	0	1	1	1	1.3	0.78	0	0.9
472	Being familiar with new technologies is not necessary in order to become successful in the job market.	Knowing how to use modern technologies is essential for finding a good job.	0	0.9	0	0.8	1	0.9	0	0.8	0	1	1	0.89	0	0.9
474	A lack of success in looking for a job can be attributed, in part, to speaking just single language.	The knowledge of more languages raises your hirability.	1	0.9	1	0.8	0	1	1	0.7	0	0.8	3.9	0.94	1	0.8
476	Lack of face to face social interactions may cause asocial behavior.	The absence of face-to-face social interaction promotes asocial behavior.	1	0.9	1	1	0	1	0	0.9	0	0.8	4.6	0.49	1	1
478	Finding good and well-paid jobs requires higher educations.	Formal education helps when looking for enticing employment arrangements.	1	0.8	0	0.8	0	1	0	0.9	0	0.5	3.3	0.9	1	0.9
480	There are several modern virtual assistants.	The quickest way to access information is by using an assistant.	0	0.9	0	0.9	0	1	0	0.8	1	0.9	2.4	1.11	0	0.8
482	People can speak more than one language.	There are things that help you to find a good job.	0	1	0	1	0	1	0	0.5	0	0.8	0	0	0	1
484	The level of school education depends on gender.	New apps and modern technology cannot provide you with the information you need.	0	1	0	1	0	1	0	0.8	1	0.9	0.1	0.3	0	1
486	Getting information more quickly makes everyday life easier.	Virtual assistants are used more often in daily life matters than real assistants.	0	0.9	0	0.8	0	0.9	0	0.9	1	1	1.9	1.3	0	0.8
488	Chess and Go are strategic games.	Strategy can be mastered by machines.	0	0.9	0	1	0	1	1	0.6	0	0.9	1	0.63	0	1
490	People and machines don't communicate.	Brian, the computer, is an excellent conversationalist.	0	1	0	1	1	0.9	0	0.9	1	0.7	0.9	1.22	0	1
492	Machines are good at chess.	Machines are good at devising strategies.	0	0.5	0	0.5	0	1	0	0.5	0	0.6	4.1	0.7	0	0.5
494	Alexa and Cortana are means of fast access to information.	Everyday life is made easier because information is easily accessible.	0	0.6	0	0.9	0	1	1	0.7	0	0.8	2.2	0.87	0	0.8
496	People are getting asocial caused by facebook!	Lack of social interaction leads to asocial behavior.	0	0.7	0	1	0	0.9	1	0.6	0	0.7	2.8	1.4	0	0.7
498	Evaluations of some of the currently existing chatbots show that they are doing well in leading conversations with people.	Machines have a message to communicate.	0	0.6	0	0.6	0	1	1	0.9	0	1	2.1	1.64	0	0.7
500	Socialization between kids does not happen at school.	Children who go to school are more socialized.	0	1	0	0.9	1	0.9	0	0.6	0	0.9	1.3	1.27	0	1
502	Speaking more than one language is something to be ashamed of.	People learning a second language benefit from that ability	0	0.9	0	1	1	0.8	0	1	0	0.7	0.6	0.66	0	1
504	Nowadays people do not meet each other in person as often.	The new technical possibilities have a negative impact on our social skills.	0	0.6	0	0.7	0	1	0	0.7	0	0.5	2.6	1.5	0	0.5
506	People who speak more than one language could only land pretty bad jobs.	People speaking more than one language tend to find bad jobs.	1	0.9	1	0.6	0	1	0	0.7	0	0.9	4.4	0.92	1	0.9
508	Computer driven cars are not safer.	Humans drink.	0	1	0	1	0	0.9	1	0.7	0	0.7	0	0	0	1
510	Schools have impact on developing the social skills of kids.	When we use new technologies we forget some of the skills, which we previously learned from interacting with people.	0	0.9	0	1	0	1	0	0.9	1	0.6	0.9	1.04	0	1
512	Chess and Go are a strategic games.	Chess and Go are strategic games.	1	0.9	1	0.8	0	1	0	0.9	0	0.7	4.9	0.3	1	1
514	Good jobs can be found without the use of modern technology.	Most modern jobs are done better by people who can't use technology.	0	0.8	0	0.6	0	0.8	0	0.7	0	0.5	3.6	1.2	0	0.9
516	Good education helps to get a good job.	Your educational level has an impact on your job opportunities.	1	1	1	0.9	0	1	0	0.9	1	0.8	3.7	1.1	1	0.9
518	Chatting and playing with other people is important for kids.	It is easy for children to become friends with their classmates.	0	0.9	0	0.7	0	1	1	0.6	0	0.7	1.4	1.2	0	1
520	It is very important to use technology in class.	In our modern education system, technology plays an essential role.	1	0.8	1	0.6	0	1	0	1	1	0.8	4.2	0.75	1	0.7
522	Machines can't communicate.	People cannot speak to machines.	1	1	0	0.7	0	1	0	0.9	1	0.7	3.9	1.22	1	0.8
524	One may find a job but not a good one without ability to use modern technologies.	Digital literacy is imperative for getting better job opportunities.	1	1	1	0.6	0	1	0	0.6	0	0.6	4.1	0.7	1	0.9
526	Access to information cannot be fast.	Personalized digital assistants make it very difficult to access information.	0	0.7	0	0.9	0	1	0	1	1	0.9	2.4	1.5	0	0.8
528	You can't find a good job in a big city without a high educational degree.	Work prospects in urban areas increase with higher education.	1	0.7	0	0.6	0	0.9	0	0.5	0	0.5	3.4	1.56	1	0.9
530	There are computer programs built for the task to communicate with people.	Machines can communicate with people.	1	1	1	0.8	0	1	1	1	0	1	3.9	1.3	1	0.6
532	Machines always lose when they play Go.	Machines cannot play strategic games.	0	0.8	1	0.6	0	0.7	1	1	0	1	2.5	1.69	0	0.7
534	Technology plays a major part in providing good education	Constant interaction with other students increases socialization at school	0	0.9	0	0.9	0	1	0	0.9	1	0.6	1.1	1.22	0	1
536	Alcohol decreases human car driving abilities.	Self-driving vehicles are more reliable than human beings.	0	0.9	0	0.9	0	1	0	0.7	0	0.6	1.9	1.22	0	0.8
538	Going to school provide kids with constant interactions with others and therefore, it helps socializing kids.	Good education is not easily accessible for girls everywhere in the world.	0	0.9	0	1	0	1	1	0.7	0	1	0.2	0.4	0	1
540	You must know how to use technology if you want to find a job.	It is difficult to find a job without the use of modern technologies.	1	0.9	1	0.65	0	0.9	0	0.8	0	0.6	4.4	0.8	1	0.95
541	It is difficult to find a job without the use of modern technologies.	You must know how to use technology if you want to find a job.	1	0.65	1	0.9	0	0.9	0	0.6	0	0.8	4.4	0.8	1	0.95
542	Good work can be found no matter the applicants' education	A high education degree is necessary for a good career	0	0.9	0	1	1	1	0	0.8	0	0.5	1.5	1.12	0	0.8
544	Someone who speaks more than one language can find a good job easier than someone who speaks only one language.	A second language is important in a resume.	1	0.9	1	0.8	0	1	1	1	0	1	3.8	1.08	1	1
546	Strategy can be mastered by machines.	As far as strategic games are concerned, machines are difficult to beat by humans.	1	0.6	0	0.5	0	1	0	0.9	1	0.8	3.7	0.46	0	0.6
548	Most Christian clerics are unaware that they do not need to learn Latin in order to study the bible.	Latin can be learned to read the bible.	0	0.7	0	0.9	0	0.7	1	1	0	1	2.1	1.37	0	1
550	Drunk cars pose a threat in traffic.	Sometimes humans drink and drive.	0	0.6	0	0.9	0	1	1	0.6	0	0.9	2	1.18	0	0.9
552	Christians read the bible.	The bible is written in Latin	0	1	0	1	0	1	0	1	1	0.6	0.5	0.67	0	1
554	Modern education does not deal with technology at all.	It is very important to use technology in class.	0	1	0	1	1	0.7	0	0.5	0	0.7	0.6	0.49	0	1
556	Education nowadays relays on modern technology.	It is very important to use technology in class.	1	0.6	0	0.5	0	1	0	0.5	0	0.8	3.1	1.14	1	0.8
558	A girl's school education depends on the country she grows up in.	It is harder for girls to get good school education	0	0.7	0	0.7	0	0.8	1	1	0	1	2.9	0.94	0	0.7
560	All cars are self-driving.	Self-driving cars are almost never safer.	0	1	0	1	0	1	0	0.8	1	0.6	1.6	1.36	0	1
562	Most job applications are written by hand.	It is always a plus to have learned to use modern technologies whatever job you do.	0	0.9	0	1	0	1	0	0.9	1	0.9	0.6	0.49	0	1
564	People and computers cannot communicate.	Machines communicate with people.	0	0.9	0	1	1	1	0	0.7	0	0.9	1	1.18	0	1
566	Good work can be found no matter the applicants' education	There are several modern virtual assistants.	0	1	0	1	0	1	0	0.5	0	0.7	0.1	0.3	0	1
568	Cortana and Siri make us suffer.	Everyday life is made easier because information is easily accessible.	0	1	0	1	0	0.6	0	0.6	0	0.8	0.3	0.64	0	1
570	Self-driving vehicles are more reliable than human beings.	Humans might drink alcohol and drive cars.	0	0.8	0	0.9	0	1	1	0.7	0	0.7	1.3	1.27	0	0.6
572	People speaking more than one language can find better jobs.	More and more positions require at least two spoken languages.	1	0.6	1	0.6	0	1	0	0.5	0	0.7	3.5	1.12	1	0.7
574	Life has improved for Peter Dimplestich ever since he switched from manual google searches in his browser to the much slower Google Assistant.	Live interaction with other people is improved when using new technologies, such as social networks or Skype.	0	0.9	0	0.9	0	1	1	0.6	0	1	1.2	1.47	0	0.9
576	Everyday life is more difficult because of quickly accessible information.	The modern assistants make finding data slower.	0	0.8	0	0.9	0	0.8	1	0.7	0	0.7	1	1	0	1
578	Quicker Access to information makes life worse.	Christian clergymen read the bible in English	0	1	0	1	0	1	0	1	0	0.5	0	0	0	1
580	Interacting with others is not related to their social behavior	It is easy for children to become friends with their classmates.	0	1	0	1	0	0.9	0	0.8	0	0.6	1.2	0.98	0	1
582	Education without technology is old-fashioned	Technology is essential to modern education.	1	0.6	1	0.8	0	1	0	0.7	0	0.7	3.2	1.6	1	0.9
584	Access to information is paramount nowadays.	Virtual assistants help us find what we need.	0	0.6	0	0.9	0	1	0	0.8	1	0.6	1.2	1.33	0	0.8
586	Interacting with other children makes kids asocial.	Cortana provides the user with unnecessary information.	0	1	0	1	0	1	0	1	0	0.7	0	0	0	1
588	People who are willing to learn a new language make their daily lives much easier than others.	Knowing a foreign language is considered a plus when you need to communicate with people or for many kinds of modern life jobs.	0	0.5	0	0.7	0	1	0	1	1	1	3.9	0.7	1	0.7
590	Growing up, people learn the rules of society from their experiences with others.	Children socialize by interacting with others.	0	0.5	0	0.5	0	1	1	0.6	0	1	2.7	1.1	0	0.5
592	The bible is in Hebrew.	Real life social interaction develops people's social skills.	0	1	0	1	0	1	0	0.7	0	0.8	0	0	0	1
594	Schools do not involve any interaction.	Socialization between kids does not happen at school.	1	0.8	1	0.6	0	1	0	1	1	0.9	4.3	0.9	1	0.8
596	Driverless cars do not consume alcohol which in turn makes them much safer than normal drivers.	Self-driving cars don't drink.	1	0.9	0	0.7	0	1	1	1	0	1	3.9	1.04	1	0.8
598	Christian clergymen read the Bible.	Christian clergymen gain some knowledge of Latin.	0	1	0	0.9	0	1	0	0.6	0	0.5	2.4	1.2	0	0.9
600	New technologies have a negative influence on social behavior.	University students are likely to have a good salary after they graduate.	0	1	0	1	0	1	0	0.7	0	0.6	0	0	0	1
602	Pupils do not need to learn about technology in order to receive a good education.	School is a place where children learn how to become sociable with other individuals.	0	1	0	1	0	1	0	0.9	0	0.7	0.8	1.17	0	1
604	All around the world, girls have higher chance of getting a good school education.	Girls get a good school education everywhere.	0	0.7	0	0.6	0	1	1	1	0	0.9	4.7	0.46	1	0.8
606	Nowadays, children use digital educational programs or apps for learning.	Modern education consists of many parts.	0	0.8	0	0.8	0	1	1	1	0	1	1.7	1.1	0	0.9
608	People who are able to deal with modern technology have more chances of getting a well-paid job than others.	Tech-savvy people have an edge over luddites in the current work environment.	1	0.7	1	0.6	0	0.9	0	0.5	0	0.7	3.5	1.5	1	0.9
610	Humans can drink and drive	Computer driven cars are safer.	0	1	0	0.9	0	1	0	1	0	0.7	0.9	1.3	0	1
612	Men often have higher degrees than women.	Good education is not easily accessible for girls everywhere in the world.	1	0.6	0	0.6	0	1	0	0.8	1	0.6	2.8	1.17	0	0.6
614	Self-driving cars don't consume alcohol, therefore they are more reliable than human drivers.	Human-driven cars are less safe than self-driving cars.	1	0.7	0	0.7	0	1	1	0.8	0	1	3.1	1.3	1	0.6
616	Modern technology makes finding a good job more difficult.	Most job applications are written by hand.	0	1	0	1	0	0.9	0	0.7	0	0.7	1.1	0.94	0	1
618	No one benefits from learning a second language in life.	Your life will be better if you learn a second language.	0	0.9	0	1	1	1	0	1	0	0.7	1.1	1.04	0	1
620	Modern education is based on technology	Technology is very important to advance modern education	1	0.8	0	0.5	0	0.9	0	0.8	1	0.6	4.1	0.94	1	0.9
622	Machines may be not good in doing tasks other than communicating with humans.	Machines can communicate with people.	1	0.9	0	0.6	0	1	1	0.7	0	0.8	3.3	1.49	0	0.7
624	To enter the workforce it is required to have good technical skills	One may find a job but not a good one without ability to use modern technologies.	0	0.6	0	0.7	0	0.8	0	0.8	1	0.9	3.2	1.17	0	0.5
626	Most modern jobs are done better by people who can't use technology.	In order to find a good job, one has to possess the ability to use modern technologies.	0	1	0	1	1	0.8	0	0.9	0	0.6	1.3	1.19	0	1
628	Knowing more languages is prohibitive when looking for a job.	Good jobs are available to people who speak only one language	1	0.7	0	0.7	0	0.8	0	0.7	1	0.6	3.6	1.5	0	0.5
630	In our modern education system, technology plays an essential role.	Modern education has technology as one of its fundamental components.	1	0.9	1	1	0	1	0	0.9	0	0.7	4.4	0.66	1	0.9
632	Humans are safer drivers than computer-driven cars.	Alcohol is the main cause of traffic accidents.	0	1	0	1	0	0.8	0	0.8	1	0.6	0.3	0.46	0	1
634	Face-to-face interaction can only be done through technology help	Face-to-face social interaction has no impact on asocial behavior.	0	1	0	1	0	1	0	0.9	0	0.7	1.8	0.98	0	1
636	Being familiar with new technologies is not necessary in order to become successful in the job market.	You don't need the knowledge and skills of technologies in order to get high quality jobs.	1	0.7	1	0.6	0	1	0	0.9	0	0.8	4	1.34	1	0.7
638	Drunk people are bad drivers.	Driverless cars do not consume alcohol which in turn makes them much safer than normal drivers.	0	0.6	0	0.6	0	1	0	0.9	1	1	2.7	1.27	0	0.7
640	Machines are good at many tasks including playing strategic games	Machines are good at chess.	1	0.9	1	0.6	0	1	1	0.6	1	0.7	3.6	1.02	1	0.8
642	Learning a foreign language can be expensive, especially if you take courses or pay for private tutoring.	Life cannot be improved by studying a foreign language.	0	1	0	1	0	1	1	0.6	0	1	0.9	0.3	0	0.9
644	Interaction helps to socialize people.	Boys and girls learn how to behave with each other in school	0	0.6	0	0.5	0	1	0	0.9	1	0.8	2.2	1.54	1	0.6
646	Good jobs do not require tech skills.	Digital literacy is imperative for getting better job opportunities.	0	1	0	0.9	1	0.9	0	1	1	0.7	2.1	1.51	0	0.9
648	Live interaction with other people is improved when using new technologies, such as social networks or Skype.	Technology is very important to advance modern education	0	0.7	0	0.9	0	1	1	1	0	0.9	1.3	0.78	0	0.9
650	Humans who drive should not drink.	Drunk cars pose a threat in traffic.	0	0.7	0	0.6	0	1	0	0.7	1	0.6	2.4	1.56	0	0.8
652	Not knowing how to use a smartphone makes you less attractive for employers.	Technology is a requirement for some jobs.	0	0.5	1	0.6	0	1	1	1	0	0.9	2.8	1.33	1	0.6
654	Latin is one way of reading the bible	The bible is written in Latin.	0	0.5	1	0.9	0	1	0	0.7	0	0.8	2.9	1.3	0	0.7
656	Life is more fun if you know more languages	Bi-lingual people have an advantage in life when it comes to communicating with more people	1	0.6	0	0.5	0	1	0	0.9	1	1	3.3	1.1	1	0.7
658	It is not possible for people and machines to exchange information	Potrayals of socially inept humanoid robots in movies are disingenuous.	0	0.9	0	0.8	0	0.9	0	1	0	0.5	1.2	1.17	0	1
660	New technologies discourage face-to-face social interaction.	New technologies lead to less communication and human interactions.	1	0.8	1	0.9	0	1	0	0.7	1	0.6	4.4	0.66	1	0.9
662	Being able to communicate in a second language improves your job prospects.	People who find good jobs are likely to speak more than one language.	1	0.7	1	1	0	1	0	0.6	0	0.7	4	1	1	0.6
664	Modern technology increase the face-to-face social interaction.	New technologies lead to less direct social interaction.	0	0.9	0	1	1	1	0	0.5	0	1	1.8	1.47	0	0.8
666	Using modern technology prevents people from interacting with others in reality.	New technologies lead to less direct social interaction.	1	0.9	1	0.8	0	0.9	1	0.7	0	0.9	3.7	0.9	1	0.9
670	Modern technology gives us more opportunities to avoid antisocial behavior.	Ubiquitous virtual reality will further increase people's asocial tendencies.	0	1	0	0.9	1	0.6	0	0.9	0	0.5	1.6	1.36	0	1
672	Finding relevant facts may be slower, when using search engines directly, instead of using more advanced solutions.	Cortana, Alexa and Siri can get and spread all information they want to.	0	0.8	0	1	0	0.9	0	0.5	0	0.5	1.3	1.27	0	0.9
674	Asocial behavior is increased due to increased use of computer assisted communication.	Girls get a good school education everywhere.	0	1	0	1	0	1	1	0.8	0	0.9	0.3	0.9	0	1
678	It is impossible for machines to communicate with people.	There are computer programs built for the task to communicate with people.	0	1	0	0.9	1	1	0	0.9	1	0.8	2	1.48	0	0.8
682	Those with a high educational degree have fewer challenges in finding a good job in big cities.	University degrees provide better opportunities for professional realization in urban areas.	1	0.6	1	0.7	0	1	0	0.8	0	0.5	3.3	1.62	1	0.9
686	Education does not benefit from new technology.	There are no other factors determining the quality of education other than the use of modern technology.	0	0.8	0	0.9	1	0.8	0	1	1	0.9	2.3	1.27	0	0.8
688	Many Christians read a Latin bible.	The original Bible is in Latin.	0	0.8	0	0.5	0	1	0	0.6	0	0.5	2.5	1.12	0	0.8
692	Only people can communicate with people.	Communication is not human-specific.	0	1	0	0.9	1	1	0	0.5	0	1	1.5	1.02	0	0.9
694	Humans can learn more than one language	Life is enhanced by learning a second language.	0	1	1	0.6	0	1	0	0.8	0	0.6	3.4	1.28	0	1
696	Machines can play strategic games.	Go and chess are strategic games.	0	1	0	0.9	0	1	0	0.9	1	0.8	1.7	1.27	0	1
700	Technology is very important to advance modern education	Technology plays a major part in providing good education	1	0.6	1	0.8	0	1	0	1	0	0.8	4.1	1.22	1	1
704	Go and chess are the only examples of card games, which are not strategic.	Chess and go are city-building games.	0	1	0	1	1	0.6	1	0.9	0	1	2.1	1.37	0	0.8
706	Everyday life is easier if you have quicker access to information.	A digital assistant can be of use in every home	0	0.8	0	0.9	0	1	1	0.7	0	0.6	1.6	1.28	0	0.7
710	You don't need other languages.	More languages you know ' better it is.	0	0.9	0	1	1	0.8	0	0.8	0	0.6	1.6	1.28	0	1
712	It is not necessary to learn more than one language in life	There is more than one language.	0	0.6	0	0.9	0	0.9	1	0.7	0	0.9	1.3	0.78	0	1
718	Real life social interaction develops people's social skills.	The lack of human interaction may be caused by too much technology.	0	0.9	0	0.9	0	1	0	0.8	0	0.7	1.5	1.2	0	1
720	Computers do not know how to play Go	Machines suck at games.	0	0.7	1	0.7	0	1	1	0.9	0	1	3	1.34	0	0.5
722	Quicker access to information makes our life easier.	There are several modern virtual assistants.	0	1	0	0.9	0	1	0	0.5	0	0.7	0.6	0.8	0	0.7
724	There are no good or bad jobs.	With a high educational degree you can work in big cities.	0	1	0	1	0	1	0	1	1	1	0.4	0.92	0	1
726	Sometimes humans drink and drive.	Humans can drink and drive	1	1	1	0.7	0	1	0	0.7	0	0.8	4.2	0.98	1	0.9
728	In all countries on this planet, girls are not allowed to go to school and to get educated.	Gender inequality for having a good school education is a problem that can be seen in many countries	1	0.8	0	0.7	0	0.6	0	0.8	1	0.7	2.7	1.9	1	0.6
730	Men are more likely to have enjoyed a good education, in many countries.	Many girls worldwide are provided with only basic schooling	0	0.5	1	0.7	0	1	0	0.6	0	0.7	1.8	1.72	0	0.6
732	People speaking more than one language tend to find bad jobs.	Knowing more languages is beneficial when looking for a job	0	0.9	0	0.9	1	0.7	0	0.7	0	0.8	1	1.18	0	0.8
